TakingPill AcX AcY AcZ GyX GyY GyZ
0 916 0 -16184 -6313 -4796 -132
0 4324 708 -15628 -240 1816 -6202
0 -1824 -1996 -16792 3990 3943 -7133
0 820 736 -16044 23373 5990 -2262
0 -812 -5944 -9412 12797 19499 -604
0 6552 -2448 -26128 21629 -1424 -3482
0 -68 -5524 -17388 11936 23807 4996
0 10032 -6860 -24972 3025 -6002 1990
0 9356 -3504 -15692 -6277 -24762 966
0 4308 -5736 -21648 -13912 -32197 -2542
0 2188 -6292 -13016 -15388 -15159 -3182
0 -2568 -8008 -7052 -21809 247 -1981
0 -5792 412 -14968 -11946 19193 7877
0 -716 2088 -19596 -3846 24557 14900
0 12208 5048 -20776 -5333 2190 9707
0 8728 1500 -17192 161 411 -9987
0 5980 -3832 -12088 5418 -7954 -18209
0 -5848 -6560 -14188 4639 -2925 -6301
0 -6364 580 -18440 6796 -227 2315
0 2632 4708 -24704 -2230 6028 13272
0 11892 4668 -19928 -3846 -2827 -429
0 6396 -1516 -12700 2662 -4544 -7526
0 -180 -5912 -13240 8240 -7003 -5528
0 -4460 -3876 -15108 9202 -5057 4551
0 1520 -156 -18324 1830 2209 9052
0 -888 -1888 -19404 1244 -1517 7862
0 1020 -2328 -16808 3257 -9922 6937
0 -1172 -2176 -21460 -1332 -3418 1013
0 -3432 -3120 -16792 1229 -5493 -74
0 -4028 -3684 -17696 -1304 -6102 1804
0 -2988 -2888 -17012 -1712 -5540 1592
0 -5588 -3648 -14768 312 -8963 1994
0 -5260 -2812 -16856 3892 -19059 -13
0 -6228 -3776 -12628 7962 -26099 -271
0 -7804 -5084 -12660 9842 -21758 -2168
0 -13948 -6912 -9824 9590 -18728 -3014
0 -8028 -4456 -10376 8529 -21164 -4464
0 -14796 -7208 -7100 4649 -14106 -2908
0 -13764 -7880 -5636 1477 -10344 -2627
0 -13092 -7084 -3924 1891 -10690 -1998
0 -13668 -7284 -3508 760 -8222 -1428
0 -11888 -7136 -952 1088 -8503 -535
0 -14184 -8652 -216 102 -5580 -95
0 -11784 -7728 28 -742 -3988 -765
0 -14052 -7816 496 232 -3444 -228
0 -12120 -7160 712 1879 -6456 -550
0 -11456 -6976 976 495 -2453 -924
0 -13732 -7304 1244 1446 -3696 533
0 -14064 -7884 1972 -296 -584 -841
0 -11000 -6628 2012 375 -4596 1601
0 -14208 -7456 2472 88 -1267 -251
0 -14184 -7084 2488 -12 -3185 675
0 -13912 -7444 2996 419 -2015 -394
0 -13072 -7016 3504 -365 -4149 -223
0 -12484 -6636 4016 11 -3710 -475
0 -12788 -7404 3584 -578 -3464 -82
0 -11936 -7368 5132 -1054 1392 -1860
0 -12252 -7000 4388 -529 -1753 133
0 -14112 -8072 4104 -244 -83 -1003
0 -11472 -6536 4264 -160 -3077 -242
0 -12932 -7456 5160 -901 3535 -1514
0 -12516 -7392 3940 -1738 5573 -673
0 -12180 -7500 2688 -822 10949 -1260
0 -12552 -7840 1452 -5386 21450 -2658
0 -13864 -7984 -2032 -624 22313 2443
0 -14756 -7236 -5340 105 13989 5371
0 -13748 -6580 -3372 4386 9788 5425
0 -14432 -6216 -5036 4061 4520 5842
0 -14400 -5892 -4288 3599 2911 4377
0 -8416 -8528 -9228 2290 2040 2666
0 -12732 -5508 -4848 528 1687 1256
0 -12216 -5608 -2020 6564 -5104 -13
0 -14336 -4392 -4172 -235 5931 -1192
0 -14392 -5368 -6652 1774 7167 36
0 -11044 -3844 -6388 440 9785 563
0 -14836 -5712 -9016 349 12743 632
0 -11488 -4112 -11004 -2129 17280 -422
0 -13752 -5616 -13836 -5430 18091 -971
0 -8636 -2352 -11784 -4065 11804 -2758
0 -14300 -3224 -11704 -4718 10784 -3107
0 -6096 -4340 -13732 -5122 10044 -2635
0 -5428 -5576 -15224 -4589 15261 -4776
0 -8012 -5416 -15296 -4617 5725 -1935
0 -3684 -3616 -15684 -4091 4516 -2194
0 -6144 -3112 -15028 -54 3521 -1479
0 -2356 -3508 -15824 -2018 2665 -1094
0 -3344 -3408 -16416 -1708 4376 -4046
0 -3860 -3784 -17004 -2822 4801 -1585
0 -2716 -3244 -15992 -2991 5480 -2363
0 -2212 -2956 -17900 -5243 4938 -1718
0 -1716 -2612 -17824 -3453 1948 -2938
0 -1148 -2704 -16340 -3692 2723 -2808
0 196 -1336 -17800 -4689 2615 -3718
0 -112 -872 -16688 -3986 3294 -4640
0 -284 -964 -17588 -2192 3778 -4530
0 -556 -960 -17308 -777 2270 -1044
0 1400 -516 -17704 -742 1609 -1698
0 648 -808 -17016 -735 921 -1760
0 1108 -748 -17820 -925 639 -1070
0 948 -464 -17020 -1202 -357 -414
0 1516 -452 -18020 -1160 817 -1456
0 780 -72 -16968 -476 796 -924
0 1020 -1248 -18632 694 654 -2271
0 1176 -984 -18832 -285 -758 -712
0 484 -640 -17576 124 -3489 -1064
0 -580 -1224 -15552 471 -3937 -153
0 -1616 -1340 -16784 -1335 -5870 -812
0 -1640 704 -16948 -3110 -6727 1079
0 664 368 -16872 -7090 -2871 1387
0 -1440 848 -16696 -8197 -2765 2937
0 -1912 1228 -18276 -410 -1617 1006
0 -860 1920 -18484 -110 -3716 4646
0 -2908 600 -16220 -1051 -1410 3756
0 -1908 1864 -17864 -1224 -1654 3099
0 -2972 2080 -16340 -883 -1536 1095
0 -2308 2016 -17556 -2383 -1076 1148
0 -3336 2192 -17320 -3692 -2949 2552
0 -2924 2968 -16996 -4268 -5800 2324
0 -4236 3648 -16964 -3676 -10529 -90
0 -7272 3584 -17268 -5580 -12544 -664
0 -8428 3988 -14912 -6306 -15731 -1006
0 -4152 5448 -14500 -7023 -15922 1915
0 -10628 4952 -13088 -7382 -14607 934
0 -8364 6080 -9684 -7555 -10138 1913
0 -8444 7328 -9828 -4821 -6433 2079
0 -9056 8096 -10436 -3170 -5828 -1117
0 -10656 7940 -8904 -2416 -2888 -2347
0 -10760 7804 -8220 -4673 -10671 -5072
0 -14744 6860 -7736 -4002 -10591 -4336
0 -11512 5636 -3572 -5057 -12007 -4960
0 -11716 6540 -5004 -4414 -12432 -3324
0 -11660 5692 -2740 -4016 -9491 -4448
0 -14968 6248 -3212 -2860 -11922 -3926
0 -14644 4660 176 -2920 -5832 -3969
0 -15080 5036 544 -2141 -4636 -2899
0 -12900 5004 1972 -1860 -4835 -2911
0 -13792 5048 1756 -406 1250 -118
0 -11888 4684 3360 -1877 -4638 -2146
0 -16620 4952 344 -1310 -2984 -492
0 -14780 3960 2440 -1826 386 -1350
0 -12592 5016 2288 -1732 -4058 -637
0 -14248 3888 2940 -1052 -2933 -973
0 -12980 3964 4000 -1567 -4664 -1969
0 -13532 3792 2860 -1578 -2806 -548
0 -16448 2996 3224 -79 744 -1245
0 -14284 4024 3800 -318 -1546 -1830
0 -12776 3352 5256 -297 2459 -971
0 -13612 3748 4212 -504 -1993 -1552
0 -12804 3672 4976 -476 655 -1412
0 -16684 3056 2560 -712 -660 -287
0 -14324 3012 3876 308 -552 -1270
0 -13556 3760 3952 -766 -4636 -1736
0 -13492 2932 5140 -1242 -5655 -495
0 -15560 2180 4616 -1445 -4686 -477
0 -18084 2272 3576 -314 2866 -472
0 -11880 2140 6436 701 2638 -1274
0 -15052 3320 3056 798 826 -1462
0 -13468 2608 4764 1191 5787 -264
0 -15172 2508 2956 1614 5390 136
0 -17356 1600 732 3556 14562 1279
0 -14504 2412 2200 5001 6439 1116
0 -16488 4600 -2372 5678 8391 2096
0 -14708 2804 -308 5592 8935 814
0 -13928 4544 -2008 5264 4927 1812
0 -16892 3520 -3348 4084 6602 2067
0 -12108 3992 -3492 6803 8560 -471
0 -13584 4124 -5660 6567 8395 2076
0 -14064 3492 -8072 7189 11483 -3082
0 -9128 4036 -6544 9396 14007 -2912
0 -13208 1384 -11360 4957 16291 -520
0 -12888 2104 -11768 3201 10627 -1289
0 -16168 3200 -10760 -1471 15111 177
0 -8244 2764 -14124 754 13399 -414
0 -8368 320 -14580 -3588 18275 2083
0 -3512 1692 -17996 -2015 14871 2588
0 -5672 2908 -15372 -3053 9257 -462
0 -3120 3092 -17008 -4924 9762 -1204
0 -4108 3156 -16048 -3781 9543 87
0 -4316 3060 -17816 -4296 7259 -530
0 -332 3596 -15704 -2521 4953 386
0 -2088 3836 -16820 -408 5599 1729
0 1792 4220 -17032 917 1835 1783
0 148 3768 -18084 6 492 1504
0 1004 4128 -15360 1231 -852 1731
0 -268 4140 -17604 1167 -391 -627
0 848 4312 -17636 2721 -3885 -743
0 -192 3620 -16064 2219 -901 -2420
0 -180 2880 -17760 3173 -1640 -4402
0 -8 3072 -16764 2358 700 -3541
0 -728 2328 -17512 1637 -223 -3584
0 -2956 6260 -18524 -2307 -5056 3383
0 -208 2320 -15808 1026 309 -1150
0 -1048 1648 -16792 977 276 -824
0 -468 1704 -17148 1118 418 -1413
0 -372 1188 -17704 1767 1597 -2527
0 -1236 848 -18352 1328 1553 -2182
0 240 960 -18380 632 3501 -1822
0 864 696 -17616 -1075 4903 -1206
0 496 136 -17572 -721 6253 -2002
0 1804 1156 -17132 503 4667 -2184
0 596 616 -17208 3445 1552 -2446
0 2268 700 -17988 -682 5865 -2169
0 1484 328 -19324 -25 1243 -38
0 3560 648 -16996 2024 -2914 1253
0 2880 496 -16724 2191 -2092 841
0 1572 16 -17108 831 -1318 1315
0 2876 -280 -17704 4165 -1088 607
0 856 -1808 -16672 3248 388 618
0 1400 -680 -19628 3905 577 -304
0 1784 -2188 -16544 2806 1589 61
0 1372 -2272 -17860 6443 -50 -443
0 2104 -2576 -17348 4071 -1717 -142
0 2336 -3244 -18732 1698 -1903 -1271
0 2708 -3256 -17172 -1246 -2383 91
0 2144 -3164 -16496 1827 -1294 -1275
0 2260 -3572 -15628 5896 -3145 -2643
0 472 -4832 -16132 1883 -2191 -3266
0 688 -4968 -16068 3770 -10253 -3343
0 -176 -4864 -16840 4645 -4417 -2912
0 -1280 -6000 -15164 4182 -5904 -3580
0 -1428 -6368 -15860 -1710 -8992 5146
0 -1892 -6264 -15412 4743 -8063 -2923
0 -1308 -6332 -17188 6038 -8886 -6764
0 -3492 -7848 -14460 6621 -8115 -4027
0 -4944 -8408 -17584 8584 -7091 -7846
0 -3976 -9812 -11872 8391 -7756 -1939
0 -5920 -11644 -13408 6647 -5037 -2703
0 -4500 -11168 -10684 10185 -9233 -4253
0 -6252 -11936 -10128 9559 -6797 -3705
0 -5264 -12376 -10292 10151 -5407 -4113
0 -4120 -13260 -7924 8027 -4602 -2273
0 -4668 -14544 -6096 8675 -3645 -3436
0 -4512 -14124 -7096 10593 -7144 -2879
0 -3568 -14320 -3232 7302 -3391 -3553
0 -5324 -12308 -8164 6168 -2364 -3557
0 -3668 -14708 -628 5732 -3524 -1309
0 -4496 -15488 -4732 5244 -3141 -2548
0 -4012 -16536 992 7062 -3171 -687
0 -1668 -15488 -1116 3900 -645 -1333
0 -4420 -15948 108 5230 -3315 -1276
0 -2668 -14748 -1208 3204 -2340 -742
0 -3620 -16028 2144 4661 -3414 -470
0 -2832 -15556 2484 2695 -3174 -897
0 -3584 -15928 2752 4832 -3509 -2504
0 -2784 -15180 3196 2690 -537 -1173
0 -2980 -14648 1404 3407 -3078 -695
0 -2828 -15100 3904 -13 -763 -673
0 -2608 -16068 3340 1366 -1378 219
0 -2372 -14868 2692 2445 -388 -1192
0 -2416 -14440 5024 -1213 -332 263
0 -2304 -15252 4000 1193 672 -512
0 -2736 -15188 4788 86 -693 -91
0 -2416 -15616 4856 3015 -1924 -1421
0 -3536 -15300 5284 1792 -2212 -369
0 -2436 -16812 3684 5585 -6904 4051
0 -2312 -11300 6348 123 -1259 1717
0 -1340 -13516 4984 -7399 2730 -914
0 -3992 -16408 3284 -9725 6431 -775
0 -3952 -17236 2048 -7888 3916 3487
0 -3936 -12896 3344 -6674 5986 460
0 -3380 -15744 1584 -5269 5946 811
0 -3968 -14676 2044 -1954 4914 1459
0 -5896 -15832 792 -2136 1839 1451
0 -4100 -13204 1520 -1673 2794 39
0 -4668 -14860 -812 -4472 3969 572
0 -4744 -13508 -976 -6967 7478 114
0 -6660 -16608 -2916 -5599 5281 2611
0 -3656 -14040 -2300 -4386 5778 943
0 -5016 -15140 -4036 -5376 8141 595
0 -4280 -14136 -4124 -6457 9224 -115
0 -6652 -15852 -6000 -7585 8023 1
0 -1904 -13388 -9592 -9012 9004 -884
0 -3716 -13236 -8688 -13090 9262 2321
0 -5760 -13564 -8184 -10421 3231 3898
0 -2192 -12000 -10108 -5074 3611 990
0 -3004 -13316 -11308 -6205 6039 1669
0 -2340 -11056 -11316 -5953 5792 881
0 -4716 -11264 -10816 -7390 5257 710
0 -336 -11712 -12604 -4344 5652 -73
0 -4372 -10456 -14308 -6535 5109 382
0 -1684 -9528 -14312 -4737 3309 1028
0 -396 -9020 -14196 -6586 4061 -385
0 -968 -8136 -15248 -1747 346 -787
0 -1272 -9116 -15112 -4608 2757 -360
0 -2332 -7964 -16272 -2658 1461 265
0 -884 -8140 -14644 -3528 568 903
0 -944 -9776 -15808 -3567 366 -103
0 -12 -6976 -14872 -2359 -47 -370
0 -924 -7208 -14388 -3582 903 172
0 -1144 -4772 -16716 -4231 -395 440
0 -616 -6348 -15192 -6720 -1009 -718
0 -508 -5312 -16528 -8811 3338 -625
0 144 -4408 -15692 -7858 5288 -1220
0 -368 -4008 -18528 -7808 3586 362
0 612 -2860 -16884 -6681 3673 -1250
0 -264 -2152 -17600 -8313 2029 928
0 1820 -644 -17308 -2561 127 -1932
0 188 -2168 -17076 -5936 435 997
0 2076 -176 -16964 -2695 1165 -2592
0 168 -1204 -16684 -799 1367 -3306
0 1008 -184 -17328 -1348 1206 -3871
0 2012 -512 -16232 1071 -651 -3598
0 1036 -504 -17340 -505 616 -1496
0 2100 -276 -17892 -258 1784 -1153
0 964 -824 -18796 -2803 706 400
0 2644 -504 -17016 -1522 -1564 -408
0 896 -580 -16016 -3589 -1039 1429
0 2148 1248 -20376 -7356 -102 1756
0 2028 2148 -17648 -6325 1610 1781
0 3524 3248 -16924 -4233 679 1627
0 3268 3112 -16112 -4025 735 70
0 3832 3444 -17020 -2373 -46 -1431
0 2316 2672 -15984 1409 -418 -3054
0 660 2284 -17408 1793 -908 -1616
0 196 2488 -17752 1013 887 -1716
0 1372 1904 -17556 691 -1155 339
0 1204 2236 -17996 483 -112 -58
0 2216 2788 -15868 1176 323 464
0 1452 2264 -17780 1407 -765 24
0 2144 2160 -16324 2569 -843 -407
0 1668 1248 -15784 5083 -624 -734
0 1728 784 -18020 9990 2042 -2965
0 1432 -564 -20188 3925 1158 -1931
0 2284 -816 -19012 2747 -503 -587
0 388 -1836 -18204 394 -3657 2445
0 -2068 -1788 -19636 391 -10567 6768
0 780 -1060 -17316 665 -11658 6264
0 -2016 -1440 -18160 3703 -14766 2792
0 -5068 -1464 -16140 2530 -17498 3506
0 -3908 -1020 -15904 4861 -18754 391
0 -6676 -2772 -13692 2306 -19206 859
0 -12620 -4016 -14956 6413 -28571 1150
0 -7940 -1968 -10996 5988 -24603 -1229
0 -11324 -3172 -6796 6860 -18586 -3986
0 -13412 -5276 -8368 857 -10408 -4965
0 -13284 -4992 -6396 2857 -10741 -3794
0 -15620 -5836 -4208 2324 -9259 -3160
0 -13864 -4820 -5156 3586 -8337 -1028
0 -15184 -6132 -2568 851 -7655 -1886
0 -13360 -5356 -2408 952 -8007 -1032
0 -15496 -6940 -1012 306 -6910 -151
0 -13180 -4864 356 1618 -6160 2562
0 -14064 -5092 372 840 -7943 3193
0 -14384 -5396 1052 415 -4751 -159
0 -12908 -4748 1588 -1124 -4410 -447
0 -14480 -5280 2308 -689 -1509 -1659
0 -13208 -4604 2820 575 -3768 -1115
0 -14576 -5812 2732 -1155 1861 -1374
0 -12924 -4844 3068 459 -3713 -1062
0 -17216 -6224 3576 248 -2147 -682
0 -11808 -4624 3688 125 -1529 -1652
0 -14408 -5796 2248 964 -5601 254
0 -14044 -5684 4484 -152 -863 -2113
0 -11536 -4748 4292 378 -6323 243
0 -15472 -6288 3844 -22 -2391 137
0 -13636 -5384 4928 -763 1026 -1139
0 -11180 -5244 5724 -648 760 -150
0 -17044 -6768 3888 -516 1329 -129
0 -11400 -4608 4540 -853 3993 -1208
0 -13356 -5712 3764 -617 5263 -255
0 -12612 -6024 3672 -209 8394 -23
0 -14920 -6228 324 2761 8459 1267
0 -14188 -5260 260 2668 13598 1778
0 -14276 -4216 -1564 3921 8357 3250
0 -12872 -3724 -128 4091 5879 1905
0 -12148 -3620 -892 3260 10155 2047
0 -15432 -5104 -3352 2624 17068 1619
0 -15784 -4320 -5896 1824 14279 1489
0 -16092 -4092 -6268 1848 8621 1635
0 -13804 -4464 -5716 1295 8781 2470
0 -13768 -4608 -7416 2731 2094 2567
0 -13820 -4328 -6656 2808 4586 -210
0 -12496 -4036 -8712 840 7888 -849
0 -12736 -3908 -9996 -156 7985 -1031
0 -9220 -4004 -10396 -932 11659 -3314
0 -9372 -3732 -10892 -630 10150 -2745
0 -11560 -4536 -12860 -1577 19079 -5926
0 -7088 -5064 -14220 -4369 13060 -3355
0 -5560 -4660 -13792 -5050 19590 -7948
0 -5288 -4704 -15836 -5523 12644 -5927
0 -3320 -4080 -15652 -4640 12713 -6408
0 -3416 -2628 -15548 -5140 10666 -5391
0 -1072 -2800 -18288 -5362 6670 -4669
0 -1012 -2196 -17200 -2960 4968 -4244
0 1172 -2608 -17776 -3902 2089 -5451
0 -196 -2772 -17676 -1932 294 -4641
0 -148 -2352 -15760 -549 -3286 -3482
0 -1336 560 -21096 -6365 -5264 4484
0 -816 -2456 -16188 -1110 375 -463
0 988 -2224 -18628 -2356 1688 -1298
0 1248 -2852 -16716 -1503 676 -482
0 784 -1416 -18200 -1740 1149 -1113
0 1576 -1468 -16788 -2005 1244 136
0 1872 -1168 -16856 -1241 1864 -882
0 592 -1828 -17224 -1619 370 288
0 1220 -572 -16876 -1340 1709 -81
0 1008 -1628 -18608 -1522 35 96
0 2152 -568 -17180 -334 -823 -541
0 700 -540 -16780 -1769 -179 -287
0 2412 2044 -17424 -2112 423 213
0 1936 1080 -16980 -121 146 -1784
0 1480 -140 -16716 -265 656 -1935
0 2832 -972 -18604 600 -1040 -1360
0 2252 -988 -16884 149 60 -629
0 1444 -1396 -17372 506 -294 -677
0 2548 -1128 -16900 1150 97 -927
0 1904 -1264 -17164 312 1504 -1058
0 2232 -948 -16480 1727 1792 -3936
0 1772 -2100 -16416 3509 727 -6378
0 2272 -1852 -18344 4509 -1075 -6239
0 2552 -1868 -17016 478 866 -3870
0 4480 -1652 -18748 -237 -119 -4850
0 2516 -2408 -16564 -1564 3202 -4154
0 4720 -1704 -16832 929 3655 -2656
0 4596 -1216 -16252 -1252 8667 894
0 4812 -2764 -15256 4627 2882 -191
0 5736 -2808 -15632 5748 4177 -4775
0 3092 -3736 -16984 7018 134 -3875
0 6600 -3884 -15248 3230 3950 -4963
0 7212 -4056 -15392 10306 3424 -9212
0 7648 -5324 -18072 3808 6790 -9807
0 4256 -6436 -14648 13919 6609 204
0 10924 -7132 -14648 5897 -508 4786
0 5328 -6704 -17440 6594 -5841 4677
0 5396 -8284 -13744 5844 -771 2839
0 8572 -9428 -15108 8012 -5001 4296
0 5752 -10016 -14920 9350 -2790 1387
0 6564 -10180 -11080 11519 -5366 1784
0 5668 -11552 -14464 12041 -1069 -687
0 8112 -12096 -9288 11728 2542 -2886
0 5696 -12532 -11324 8661 857 -1877
0 9208 -13824 -5896 11493 -1432 -3168
0 6192 -13824 -7596 6105 2590 -2423
0 6748 -13712 -6468 8620 1312 -2526
0 7176 -14532 -5612 3590 31 36
0 7768 -14892 -5572 4047 2568 -3199
0 8796 -15508 -3168 2079 930 -1655
0 6748 -14624 -3572 4956 -1263 961
0 5544 -14336 -2752 5335 -5899 4769
0 8360 -15592 -3528 5514 -3999 893
0 7184 -15044 -3904 3468 -2517 -30
0 6436 -15964 -2128 5991 -1874 345
0 7152 -15608 -748 4929 -1830 1083
0 6732 -15992 -1620 4535 -1902 1297
0 6948 -15896 -284 4737 -333 134
0 6312 -15620 -800 3545 -907 -706
0 6244 -15768 1144 5034 -957 139
0 6072 -15608 1464 3277 869 -300
0 6412 -15308 528 2361 688 -1187
0 4756 -15664 2972 2745 793 1882
0 8364 -15696 1364 1919 676 -100
0 4660 -15140 2588 2468 542 -744
0 6216 -14872 684 3091 -326 -1691
0 5128 -15772 5348 1138 363 860
0 7212 -14896 1012 1201 -1321 353
0 6644 -16932 6232 1156 381 258
0 7180 -14028 1124 3336 1114 1025
0 3576 -14864 4012 -264 -1067 -779
0 6676 -15628 4328 -725 -1644 336
0 6892 -15536 3116 877 573 -712
0 4752 -15548 2652 1680 -896 654
0 6168 -16136 3720 -2161 -265 463
0 5744 -16044 1292 47 -1798 2438
0 6080 -12156 4660 -2901 -40 -133
0 6532 -13092 4252 4564 -983 -1572
0 3816 -22100 1068 -1168 1397 -781
0 4332 -13984 3380 -4618 213 1668
0 7396 -11580 5816 740 -1507 -2132
0 1752 -22368 1728 -2759 -286 1142
0 4108 -14348 1288 -4956 1137 35
0 6076 -13364 2556 -6666 -595 -201
0 5864 -16812 -1864 -10042 2094 481
0 4724 -16440 2256 -11718 2134 3104
0 4396 -15012 680 -11566 4379 2260
0 7924 -16764 -4352 -10815 1804 1575
0 4744 -14904 -1420 -7897 3200 1893
0 3376 -16980 -4320 -8750 5512 2090
0 4536 -15092 -5400 -9200 3760 903
0 4056 -15240 -5564 -9179 2971 521
0 4460 -14736 -6656 -9611 4980 -2032
0 3644 -16192 -8324 -11600 3562 852
0 5360 -15460 -10640 -12775 3293 -1244
0 4164 -13712 -8804 -13029 3572 425
0 4252 -11780 -9104 -10808 304 2972
0 5120 -11332 -10652 -12659 3466 -397
0 5656 -10252 -11112 -11367 1882 -804
0 5796 -9032 -12084 -9326 1596 -1369
0 6144 -7976 -17192 -12022 1820 -3293
0 5324 -8492 -14456 -12172 220 -2939
0 3872 -7984 -13408 -12856 -5111 -2041
0 4484 -6668 -16180 -13777 -5031 -2372
0 6456 -4616 -16516 -17509 -8286 1525
0 3516 -2868 -21328 -15342 -8686 227
0 292 -2440 -15800 -8950 -8199 1027
0 2728 100 -16588 -6668 -2709 395
0 2016 28 -15424 -4211 -520 -704
0 2036 744 -18196 -1332 -676 -2394
0 1480 924 -16964 1266 -797 -1884
0 1424 556 -17716 -177 374 -1281
0 1100 932 -18028 843 1703 -1919
0 2192 836 -16432 253 60 212
0 3376 928 -17956 1733 1602 -2585
0 2032 1188 -17056 -166 -283 148
0 2684 744 -17060 885 2158 -1577
0 1796 820 -18624 -482 -353 -451
0 1324 188 -17580 207 -248 -284
0 1772 88 -16040 843 -1987 1044
0 736 364 -16536 2337 -285 833
0 1160 256 -17200 2603 -3569 3198
0 1252 408 -18936 908 -2961 3358
0 408 476 -16836 -887 -4264 2230
0 -24 -392 -18744 -1464 -4289 2404
0 964 -520 -18196 75 -3342 736
0 -336 -1080 -18128 -1378 -3520 4382
0 -884 -128 -15696 647 -2128 260
0 -2792 -632 -15720 3589 -6683 1983
0 -1992 -496 -16888 2074 -1491 1230
0 -2544 -940 -16672 3030 -8539 2045
0 -3964 -656 -16504 -3194 -6438 2407
0 -5948 -1384 -18356 -3904 -8705 1946
0 -3820 292 -15268 -2706 -11407 2080
0 -7796 320 -15208 -127 -13145 1118
0 -6576 976 -14932 327 -11354 -973
0 -8296 604 -14264 1645 -18831 -1249
0 -12000 -836 -14504 947 -14774 -2780
0 -11620 -572 -13752 -350 -17247 -243
0 -14792 -1416 -10044 -2060 -17561 -272
0 -12724 708 -7848 -2588 -16395 797
0 -14984 -780 -4696 -2796 -12954 -938
0 -14816 -204 -4848 -2365 -8515 -2861
0 -14756 -316 -3500 -2753 -8766 -2555
0 -15240 -296 -2800 -2181 -11292 -2421
0 -16008 -984 -824 -2791 -6434 -2768
0 -14512 -456 576 -2304 -8431 -3050
0 -15412 -1556 408 -2399 -3917 -3172
0 -14476 -1400 440 -2002 -1915 -3141
0 -12980 -1344 2212 -1938 -4263 -2113
0 -14636 -1880 1416 -1644 -3631 -432
0 -12412 -1036 3424 -596 -1408 -2142
0 -14228 -1312 1428 -1098 -3327 -1251
0 -14516 -2072 2896 -874 687 -1201
0 -16236 -2896 748 336 -4525 -262
0 -13888 -2048 2888 615 995 -623
0 -13516 -1996 3348 -205 -2499 -208
0 -16916 -2864 2500 -240 -2021 -25
0 -15008 -2588 2892 202 -1471 -1109
0 -14124 -2240 2396 -82 -3040 -198
0 -14404 -2340 3156 -700 -1572 -92
0 -14000 -1824 3532 -987 -2194 -341
0 -13532 -1908 3924 -551 -3543 66
0 -18328 -4012 2496 -349 148 -434
0 -13816 -2732 4904 -269 -584 -994
0 -12512 -1696 4880 -517 -2144 -479
0 -16752 -3464 2932 -364 -2899 -360
0 -12444 -2000 5440 -238 -2224 -1064
0 -17192 -3984 3924 -714 1708 -654
0 -12032 -2140 6040 697 2786 -1749
0 -13460 -2484 3156 187 3146 -565
0 -12640 -2460 4408 -319 8224 -583
0 -15256 -3540 188 756 14879 -525
0 -14020 -2820 496 1553 15217 194
0 -16344 -2976 -3456 1958 18539 704
0 -13768 -2220 -3288 1047 18897 842
0 -12312 -2340 -5708 1600 22449 1687
0 -12976 -3232 -8888 -831 22513 2355
0 -11096 -1308 -12796 -696 22988 741
0 -10456 -1684 -13704 -223 20823 1092
0 -8296 -1132 -15196 -3479 15817 1220
0 -7904 -1412 -17680 -4968 15635 1211
0 -4108 -616 -16740 -4054 11165 1794
0 -3860 -720 -16016 -4284 7561 2473
0 -4172 -500 -16768 -3628 8588 1981
0 -2448 -368 -17688 -3358 5995 3900
0 -312 728 -15864 -909 9113 -708
0 -588 348 -17656 74 8415 -2178
0 1868 280 -16612 2081 9300 -3011
0 1884 -508 -18132 18 10385 -5175
0 2428 60 -19480 2660 2708 -5649
0 680 -1056 -17640 1906 -174 -3555
0 1004 468 -18648 -5451 -1718 4870
0 1572 -828 -17572 -1456 736 -66
0 1676 -784 -16348 894 -2280 167
0 1324 -532 -17192 542 -1993 840
0 2612 456 -16804 -838 1619 889
0 1956 -260 -18120 528 -243 -314
0 2368 -16 -18288 300 1780 -757
0 1332 -536 -17740 -182 -589 -218
0 1680 -568 -17740 197 -1109 319
0 1300 -968 -16164 958 -4189 1064
0 3244 -4 -17700 1171 -774 -2022
0 108 -1180 -16748 4908 -5207 -1869
0 1596 -1860 -17456 7878 -5647 -3271
0 -1276 -2240 -19504 9526 -1520 -6332
0 -1196 -3956 -15940 4994 -2329 -3286
0 -1624 -4008 -18740 4003 -6965 -2419
0 1528 -5160 -16864 -4915 -766 -1603
0 980 -3304 -17752 -7389 -3692 1563
0 -608 -2760 -17220 -4005 -3548 1087
0 -736 -3116 -16272 -4315 276 756
0 -1124 -2612 -16648 -3131 440 2528
0 -2076 -2732 -16772 -1627 3249 515
0 -648 -1736 -16392 -1977 1404 1682
0 -2224 -2272 -17964 -2110 2401 859
0 -180 -1628 -17104 407 -1302 846
0 -2628 -2304 -18052 531 -1147 -413
0 -524 -1328 -15912 2195 -3221 -234
0 -2176 -1948 -17244 5834 -6747 -1986
0 -4272 -3608 -14564 6789 -8470 636
0 -4904 -5072 -16680 17283 -9119 -4858
0 -6984 -8240 -10908 20378 -10953 -1197
0 -5744 -9552 -28108 24949 -9532 -2860
0 -6556 -9720 -8264 14387 -7216 -1692
0 -7028 -12020 -17364 16524 -15430 -5991
0 -7148 -13188 -5716 8069 -12392 -462
0 -5188 -13000 -12872 4095 -16538 -1664
0 -11396 -13672 -3360 8164 -13526 96
0 -5136 -12108 -3980 6350 -14941 1698
0 -6104 -12516 -2204 5209 -15063 -55
0 -11380 -14888 936 3562 -7920 -178
