TakingPill AcX AcY AcZ GyX GyY GyZ
0 9096 -3152 -13492 10230 6814 -6962
0 488 -6480 -17360 8985 10286 -7860
0 6644 -5784 -16048 -5359 -948 3577
0 11764 -6780 -10968 -3088 5694 -1551
0 7724 -5404 -14032 -3894 -2966 3163
0 9056 -6852 -10760 -3750 5989 -1380
0 13340 -4992 -15852 -7011 -2536 2092
0 12636 -5756 -14364 -4899 -4366 -4082
0 10708 -3832 -15248 -9969 -2790 -5168
0 7560 -4388 -15812 -6159 -14037 -1142
0 6676 -3452 -11076 -15032 -12572 7666
0 8116 932 -18916 745 -18076 1603
0 -156 756 -5840 -5549 -8348 -1608
0 -4900 740 -19184 6219 -11179 -766
0 -3004 1032 -9112 4222 -4357 1570
0 -2856 496 -18712 1475 -4625 3138
0 -6532 -532 -25600 1961 3710 -1984
0 -1488 -716 -23688 4755 2064 -657
0 -4092 -2652 -25076 9566 -3001 403
0 3320 -184 -16800 12277 -9522 655
0 -4432 -4916 -15924 9390 -4503 -3673
0 3008 -2552 -20528 12715 -10210 -8112
0 -8224 -6916 -10264 14709 -10584 -2917
0 2276 -6916 -11608 6693 -4864 -5912
0 -3136 -10492 -9728 14101 -10243 -8619
0 -4232 -12664 -9752 5247 -3454 -5003
0 -1180 -11068 -16852 3198 -4738 -3941
0 -6820 -14284 -8464 -4044 2372 -1356
0 -4588 -14008 -9720 -8898 1605 3445
0 -3752 -12752 -10508 -10704 6645 1036
0 -4300 -12272 -10144 -12318 5845 6183
0 1140 -8612 -13508 -17042 11871 2971
0 -352 -6400 -13656 -13644 8047 6785
0 1832 -2712 -13812 -14496 7831 3609
0 -568 -2040 -16108 -19456 16920 8286
0 2680 184 -17824 -12371 7805 3885
0 2684 324 -18172 -12521 6280 7227
0 5912 3660 -16440 -6889 2655 3210
0 2996 4160 -18836 -6417 3195 2055
0 3956 3028 -21004 9181 -8891 -7020
0 -700 2748 -21216 1755 -2025 -3155
0 -3376 892 -25096 2019 -4096 -4638
0 -1152 652 -21176 -10870 8498 -346
0 1456 2164 -21804 -13092 3102 1378
0 1408 368 -13304 -9744 -960 3045
0 7880 5504 -21024 -15256 6121 -587
0 412 224 -7444 -14796 4592 2442
0 9380 6540 -12180 -4009 -3587 2197
0 4380 5248 -10840 -7770 3476 -898
0 4236 7156 -14636 -2699 -1238 2395
0 7092 10900 -17224 -6601 2980 1426
0 2828 11060 -12888 -886 -3506 3905
0 7372 14276 -15216 6079 -4263 -1557
0 4884 10128 -12260 12813 -6122 -4376
0 7740 8860 -13548 17583 -7112 -6495
0 5592 4124 -13764 16742 -2970 -11096
0 5384 1988 -10048 10844 -2268 -8800
0 -2660 -1696 -19244 9119 -3158 -7772
0 68 -2636 -17580 6792 -1911 -5415
0 -4288 -4080 -18024 1699 1856 -2531
0 1580 -156 -18496 1102 2234 805
0 428 -1408 -17236 2495 1434 629
0 3048 24 -17608 3362 1910 -53
0 488 -1068 -20048 4203 812 -507
0 3820 -532 -16416 -235 1987 1681
0 2556 -2332 -16664 -478 204 -758
0 -300 -1836 -17744 -4367 2865 1920
0 244 -1052 -19108 -2373 1678 1296
0 64 -1344 -19604 -1976 -876 1342
0 3348 -364 -19328 -346 -216 510
0 872 -1328 -15904 1690 181 626
1 1684 -516 -18208 5560 -2013 -649
1 1216 -2224 -17576 8631 -4705 -929
1 2100 -2908 -18372 13017 -8215 -744
1 372 -5060 -17536 19042 -10673 -4796
1 872 -6988 -13972 17614 -9093 -5196
1 -940 -8812 -16420 15647 -9188 -6494
1 -1964 -10420 -12512 13900 -7200 -4970
1 -1980 -11520 -13340 11862 -7825 -4098
1 -3208 -12896 -10764 11318 -6980 -2837
1 -2340 -13192 -9716 8869 -4787 -2190
1 -2636 -14280 -7296 11901 -4877 -1463
1 -5360 -15308 -7384 10958 -6016 1411
1 -1424 -14368 -6616 10872 -5596 -141
1 -1180 -13884 -4552 8940 -3278 -3124
1 -2988 -13700 -5668 2623 -3337 -684
1 -3496 -14608 -4740 2968 -5825 -1287
1 -5368 -17008 -2072 2355 -5683 2283
1 -4376 -14440 -4240 599 -4142 1878
1 -3300 -14656 -1324 2500 -2849 801
1 -3536 -14912 -3012 2295 -4190 949
1 -6372 -15888 -648 2457 -4083 1288
1 -4548 -14888 -2056 3795 -4777 1828
1 -4584 -15744 752 2274 -3443 462
1 -4816 -13800 44 183 -359 -62
1 -5388 -15196 212 2148 -2023 231
1 -4476 -14764 196 1152 -880 -473
1 -6016 -15664 1260 1480 -782 -1033
1 -3924 -14864 -856 1397 -1124 144
1 -6504 -15720 1128 3130 -1759 140
1 -5764 -15612 2144 2909 -1871 383
1 -4484 -14500 1652 3719 -3108 97
1 -5032 -15172 3364 1970 -311 -169
1 -5576 -14836 2524 2728 -2526 1107
1 -4912 -15064 3044 1484 -900 360
1 -5604 -14516 3052 3819 -3076 1740
1 -3692 -13824 3668 2147 -2646 542
1 -5540 -14060 3928 2074 -2314 1368
1 -4968 -13584 4864 -1705 1594 -1223
1 -4424 -13984 3708 -1726 868 183
1 -4924 -13076 3432 -5332 4685 -722
1 -4604 -13000 1620 -9139 6775 -743
1 -5628 -14952 1708 -13379 11970 -661
1 -7596 -15264 -52 -13006 10476 2496
1 -4896 -14644 -2844 -11353 9859 2433
1 -5984 -14932 -4260 -11209 10019 1489
1 -6608 -14520 -5276 -5115 5517 1304
1 -6596 -14480 -6344 -5127 6241 650
1 -6324 -14132 -7676 -847 2456 1276
1 -6600 -14188 -6616 280 1348 411
1 -5612 -12696 -7532 4388 -2573 -44
1 -7268 -13360 -7272 3401 -2372 -395
1 -6576 -13960 -5616 2214 -1594 119
1 -5872 -13592 -5984 2735 -1749 465
1 -6352 -14092 -4736 865 306 1023
1 -6084 -13376 -5892 -100 11 187
1 -6488 -13900 -4820 -1118 1216 -242
1 -6916 -13492 -5668 295 -1130 -11
1 -6052 -13544 -5356 65 315 -540
1 -7200 -14684 -4904 -206 -311 -94
1 -6180 -13480 -5524 888 -1166 -239
1 -6464 -13936 -4964 -2719 3113 -670
1 -6060 -14128 -5712 -1398 942 962
1 -6036 -12956 -5320 -2724 1915 1134
1 -5744 -13164 -6692 -4213 3421 1093
1 -3372 -11152 -9176 -11798 9910 -890
1 -6988 -12524 -7776 -14713 10814 -1612
1 -5824 -11496 -10656 -14695 10276 1767
1 -1740 -9092 -14100 -15296 12778 -937
1 -5036 -10824 -12236 -17078 16008 -379
1 -1552 -6628 -14844 -17468 11833 2087
1 -1956 -6624 -18932 -12913 7545 -57
1 -200 -4804 -16392 -11204 4108 1040
1 760 -3964 -17860 -2228 1034 -2083
0 -148 -4480 -18304 -366 117 -1568
0 -32 -4412 -17236 -485 -733 -1480
0 448 -4064 -16880 275 -1011 -1489
0 1484 -2940 -15508 -1500 381 -1096
0 176 -3948 -17920 -3468 -164 -714
0 2044 -3720 -16640 -5004 1634 962
0 1132 -3272 -16492 -6924 2337 -89
0 0 -2048 -16872 -6408 3885 761
0 208 -940 -18256 -2671 2266 -798
0 304 -1160 -19148 -2761 -227 -402
0 1376 -340 -17708 692 -697 -1833
0 1296 -776 -18080 413 -2921 -835
0 820 -288 -21520 555 -4022 -2288
0 1296 -2500 -15944 -3899 -6340 -1473
0 48 -1720 -16876 -7797 -9115 216
0 -532 2220 -18676 -4186 -4440 -1519
0 -4 -340 -14272 -4551 -3719 103
0 -1144 2032 -21364 -3862 -3048 -2735
0 -152 1360 -14972 1378 -4956 -1732
0 -2760 804 -13900 7138 -2445 -5564
0 -2296 -64 -15616 11572 -2290 -5364
0 -2264 -1620 -15344 10949 -3216 -4582
0 -3488 -2192 -18336 9457 11 -6557
1 -3280 -4772 -14740 10326 -4453 -4685
1 -4308 -7280 -17828 12339 -4479 -6333
1 -4088 -8412 -13784 10820 -5023 -5909
1 -2628 -10040 -14644 9063 -3130 -5196
1 -2460 -9572 -14292 11567 -241 -6467
1 -3848 -12156 -9588 11961 1350 -4068
1 -4864 -12716 -13752 8589 -3648 -572
1 -3268 -11224 -14464 11765 -5472 1804
1 -5052 -13008 -10048 6922 -3961 7134
1 -5132 -12856 -8968 5881 -7267 8988
1 -3332 -11328 -8764 3565 -8219 6020
1 -8596 -12992 -6048 4737 -6417 4590
1 -7632 -12880 -5920 5072 -5314 4126
1 -9240 -13344 -5372 7215 -5893 2219
1 -8216 -11700 -4696 6416 -5761 1762
1 -6840 -11316 -3044 4942 -5656 1323
1 -9988 -12932 -1088 3964 -3062 601
1 -7248 -12200 -1860 2478 -5732 2868
1 -12460 -13172 -1028 1915 -2446 2545
1 -9500 -11808 -792 371 -1568 2513
1 -13712 -12632 -1068 1850 -3895 3227
1 -9128 -11644 -160 -128 -588 1210
1 -10800 -11372 -340 569 -1935 918
1 -8900 -10468 616 964 -3372 2197
1 -10912 -10364 -160 -521 -1788 1938
1 -8164 -9840 -148 -2482 2806 -2096
1 -17500 -13720 -428 169 -2988 1644
1 -10208 -10496 716 -1909 1163 526
1 -12564 -11396 -352 895 -4216 3067
1 -10696 -10280 436 -437 -643 -73
1 -9088 -9708 -388 -162 -3238 409
1 -13740 -11784 2160 77 -4876 2936
1 -9328 -9796 896 400 -202 423
1 -12592 -10828 352 648 -3291 889
1 -12684 -10388 1956 360 -1807 2815
1 -6816 -8176 -1280 306 -2589 -887
1 -15132 -11264 2812 1437 -7110 -1141
1 -14948 -10620 4800 -225 1663 712
1 -7180 -8084 532 138 -1572 1706
1 -18992 -12560 4012 510 -1751 1138
1 -8592 -7968 2216 -710 234 239
1 -16424 -11592 1892 1508 -6654 197
1 -12804 -9068 5724 -625 182 -183
1 -10712 -9664 2368 294 -1264 231
1 -10580 -9348 2804 -746 51 -3273
1 -16100 -11216 4548 -330 514 1123
1 -7576 -7704 1172 -1132 2675 -753
1 -16972 -11848 1236 -691 -1138 -288
1 -10680 -9496 4980 -447 -1107 -513
1 -10448 -9376 2244 559 -2084 280
1 -12000 -10192 2620 428 -3332 -1512
1 -12808 -9668 5232 -329 1699 952
1 -9152 -8812 544 253 -1005 73
1 -12712 -9904 2976 -1785 654 -2237
1 -11512 -9712 4512 -339 -676 1377
1 -10740 -9320 3116 -254 982 -781
1 -11304 -9520 2488 -2299 3121 -1710
1 -8060 -8324 516 97 -3540 3025
1 -7504 -7692 1768 1636 -3377 -3677
1 -15928 -12080 6256 -2005 4341 -1747
1 -9696 -9000 2052 369 807 3019
1 -6300 -7328 528 -1924 5535 -1989
1 -17480 -12620 4988 -1722 4000 -2459
1 -11204 -9408 1968 -939 4014 -119
1 -12444 -10492 -136 -3893 11152 -2387
1 -9388 -8884 -2740 -5198 8313 124
1 -12572 -9452 -3684 -9219 16298 -449
1 -15596 -11292 -2836 -6643 6596 6528
1 -9452 -8268 -5960 -12855 13595 5846
1 -12940 -7864 -8468 -10440 10200 4808
1 -8936 -9228 -4564 -9376 4360 5827
1 -9284 -5016 -7736 -9342 13086 4927
1 -14132 -5764 -10960 -9093 6836 3547
1 -11780 -5996 -12464 -10736 8471 3739
1 -10480 -2680 -13680 -7828 7350 2773
1 -7832 -1052 -14324 -7609 9774 3210
1 -15008 -2996 -16212 -4903 2777 592
1 -9432 -1532 -14444 -4420 7539 -1152
1 -7472 120 -17620 -1833 1859 -516
1 -7908 -1152 -14236 1735 -6221 -1538
0 -10012 -2108 -14084 -3175 6082 313
0 -8700 -952 -14884 -415 187 529
0 -8912 -1236 -14856 -171 1193 204
0 -7008 -1248 -13512 -1278 1118 798
0 -6740 -720 -16144 -231 -4011 1949
0 -6196 -92 -16312 -1196 -85 580
0 -6108 1136 -14768 -2734 2385 -575
0 -6608 -16 -14616 -2827 2269 -2459
0 -9960 -1440 -14052 -2092 2108 -2079
0 -7776 -1124 -15156 -68 3035 -3291
0 -9828 -1332 -15620 -1746 2392 1084
0 -6100 -428 -15728 -1209 1294 241
0 -5856 240 -15712 -1663 1499 1137
0 -6888 -216 -16592 -538 302 554
0 -5584 372 -13756 1732 1896 -2396
0 -5648 -592 -16476 2689 -5955 -463
0 -7208 608 -14884 2295 -5768 -1616
0 -7532 -920 -13756 -765 -225 -1999
0 -9800 -1744 -15456 1189 -4693 -642
0 -7704 -944 -15284 -2135 3235 -655
0 -6596 -116 -14188 -1566 4580 -1167
0 -6796 -1160 -15068 -2364 12051 -3332
0 -5892 -804 -14904 -1511 18444 -3307
0 -4680 -1508 -20376 -737 12973 -2869
0 260 -616 -16568 2604 8789 -1504
0 -3584 -2924 -14972 -591 1684 -112
0 -348 -452 -22588 -2565 -1692 185
0 -576 452 -17236 -2102 -1674 1084
0 -2264 672 -21004 -8763 -2800 4144
0 -1132 1172 -16696 -1550 -7040 2386
0 -2760 1192 -15284 673 -13784 2145
0 -2912 1200 -15264 754 -10050 1400
0 -5620 316 -19224 1080 -11956 -922
0 -6240 64 -13492 2343 -8355 -3304
1 -8576 -424 -16300 1874 -9840 -2036
1 -8652 -580 -13380 1847 -11017 -2885
1 -8732 -720 -13560 1506 -9592 -2405
1 -9568 -1088 -12476 3158 -15489 -4051
1 -9612 -532 -10256 2161 -11752 -2197
1 -11336 -1984 -11088 3109 -19338 -4489
1 -13004 -2864 -6344 1507 -11244 -4199
1 -14084 -2728 -8336 1149 -14167 -2332
1 -16532 -4484 -3272 -120 -6560 -2004
1 -14880 -3364 -4716 800 -7847 -570
1 -16428 -4356 -2260 91 -1110 459
1 -12336 -1668 -4404 1725 -5142 2752
1 -14288 -2308 -5060 -530 -1817 -2031
1 -16436 -4492 808 967 -2451 -758
1 -7976 28 -6564 -167 326 3266
1 -18556 -5544 -1120 -119 -4845 -5528
1 -17428 -4668 1668 2844 5784 5994
1 -6428 2604 -12948 -1801 183 -5741
1 -23628 -8376 3268 -472 -9550 -4419
1 -14816 -3588 -1944 2207 6714 5366
1 -5424 1324 -7684 -926 -10150 -6920
1 -25920 -9860 9060 1266 -5212 908
1 -8584 -864 -4952 1724 8048 2007
1 -13116 -2952 -2860 -1995 -9870 -8085
1 -22552 -8712 10004 3101 -1632 3147
1 -9476 564 -11812 2056 333 1809
1 -13096 -3564 2420 -2493 -9462 -7294
1 -18856 -6716 9972 1272 3228 2108
1 -8820 800 -10032 3321 -6427 1348
1 -19124 -7572 5712 -1008 -5180 -5450
1 -14864 -5704 5308 986 7786 2094
1 -13336 -2260 -7232 2330 -5887 476
1 -15320 -5144 5876 -1240 -2412 -5107
1 -14888 -4672 2940 1984 -3283 1995
1 -13224 -4216 684 -1206 4214 -1036
1 -15700 -4592 3988 -133 -9392 -3944
1 -13432 -4388 1528 -929 3944 1361
1 -9624 -1680 -3036 -1943 -8020 -4580
1 -20804 -9164 13620 -76 -2026 710
1 -10120 -2952 1304 3012 5559 2340
1 -9536 -988 -4936 -1851 3015 -100
1 -15500 -6076 5772 -3729 6911 -880
1 -16232 -5144 2016 151 8749 277
1 -11336 -4080 1896 -3642 21801 2020
1 -13632 -3948 -6576 -3555 25933 2153
1 -11488 -3424 -5404 -2883 30650 480
1 -11952 -3308 -11180 -3579 27869 1348
1 -11380 -2808 -14384 -1758 18829 -3192
1 -10796 -3952 -13876 -1719 9027 4669
0 -8880 -2868 -14656 -3294 9483 2202
0 -7428 -1324 -15608 -2670 5554 2654
0 -6712 -1892 -15972 -2896 4958 -251
0 -7524 -2656 -17548 -969 817 -2548
0 -7960 -2840 -15832 -2426 135 78
0 -7812 -3152 -15036 -1638 551 -811
0 -6996 -1856 -13568 -1998 844 12
0 -7336 -2316 -15360 -1099 1460 -226
0 -7264 -1544 -13320 -174 -243 -71
0 -8364 -2672 -16496 -1408 735 852
0 -6564 -1028 -14268 -1283 368 158
0 -6576 520 -12816 -1669 2027 298
0 -6524 -248 -16048 -515 1931 -1387
0 -5256 -492 -16364 -2630 3518 -259
0 -5272 -252 -16412 -2103 3691 -1190
0 -4476 -828 -16172 -1428 2560 -1666
0 -4476 -1536 -19076 -762 2389 -2006
0 -4824 -1908 -16976 15 743 -2201
0 -5260 -1412 -16832 752 -765 -2447
0 -5888 -2304 -16528 924 -324 -2376
0 -5356 -2168 -15752 -804 1210 -2165
0 -6792 -2652 -17148 -4507 6242 -1411
0 -2356 -348 -17028 -5039 5740 321
0 -1432 536 -14364 -7308 9568 4159
0 -4408 276 -19088 470 459 -646
0 -2396 564 -17752 -4252 2491 5121
0 -2844 -16 -17756 -4880 3849 6085
0 944 1812 -15500 -6599 4938 5952
0 216 2100 -16020 -4085 3296 4478
0 -88 2212 -16576 -4783 4091 4722
0 1160 3280 -16228 -2750 4050 4593
0 1456 3376 -16552 -2560 3347 4148
0 5328 5836 -14032 788 4645 2384
0 5536 5456 -15796 3446 498 -3331
0 -2452 1664 -23836 6086 -3564 -5535
0 -3824 1848 -21960 -280 -643 3125
0 2292 4560 -18384 -4003 1994 4814
0 9020 6084 -14580 1247 1602 -4936
0 -300 1200 -18428 5449 -5327 -8293
0 -4712 -44 -19820 -614 4777 -3481
0 -472 2416 -19052 -2776 1645 1499
0 2416 4196 -17620 -8193 18734 -3069
0 7748 3924 -19148 -10364 8019 1578
0 6420 3756 -12988 -10603 11146 -445
0 11888 6208 -9160 -13867 15802 -4355
0 6108 4480 -10608 -104 -2500 -897
0 10956 7144 -9452 2466 -1955 1105
0 6572 5464 -17116 12811 -741 -3338
0 -2268 2524 -31124 -438 -2375 1460
0 7560 5884 -17492 -8368 -2750 7926
0 12564 6464 -4076 2133 -6449 2393
0 13116 6192 -6768 11833 -2213 -6273
0 -2872 -1468 -19368 17900 -10094 -4722
0 -5180 -704 -27440 -320 -3794 5848
0 6800 4612 -15232 -7075 -1287 10703
0 15980 6808 -7596 5390 -3334 -3384
0 6080 2576 -13308 8355 -1767 -7436
0 -2072 -2616 -23184 15447 -11468 -7965
0 -10776 -5308 -26644 -2171 -2914 4407
0 7636 3560 -14080 -12047 7372 9599
0 16064 4400 -9084 7167 -2440 -9604
0 768 -3288 -18852 9350 -4925 -11642
0 -8764 -7392 -23124 4432 -7204 -2102
0 -4432 -4072 -17780 -6930 1677 8286
0 8956 3228 -8028 -3322 4026 3364
0 4472 2520 -17096 5729 2503 -4107
0 -164 -1536 -17336 5786 -431 -2075
0 -956 -2816 -22532 1639 2396 965
0 240 -3580 -32768 -5457 2630 153
0 3852 -1652 -21176 -13728 -7621 6866
0 5060 2340 2028 -5591 -5833 790
0 2148 1068 8340 11025 206 -4061
0 -908 -6016 -24568 6339 11603 -3157
0 3452 -3664 -32768 -1554 2856 5547
0 5888 252 -17552 1525 -701 1525
0 668 -2356 -20192 -740 2662 -307
0 3568 -480 -17000 1997 -1357 -978
0 -160 -2936 -22452 1898 279 -1902
0 296 -4224 -32768 -7737 894 785
0 3180 -2648 -17280 -8333 -13333 4264
0 4372 352 952 -3731 -5877 -46
0 2680 64 2080 6476 -767 -2224
0 3412 -1948 -12656 6829 8231 -2398
0 -988 -1592 -30440 1105 6421 1953
0 4092 -1332 -23084 350 1709 882
0 2572 -1584 -19824 -21 2662 -140
0 3548 -2480 -18820 -1208 528 -679
0 3356 -1664 -16964 1308 594 -3325
0 -1996 -36 -21280 2975 -63 -5030
0 -5400 -2024 -25920 -298 2102 -2772
0 444 1476 -15028 546 5728 -1363
0 -1300 1444 -5448 8720 2947 3082
0 8624 -8516 -10560 21023 -4211 3773
0 14156 -16904 -11444 -1530 4290 4380
0 6524 -6548 -11556 677 -33 -3057
0 3700 -7836 -19028 -3534 1220 -2314
0 8064 -6784 -19204 -5247 968 -2856
0 3664 -6476 -19240 -8145 -2327 -803
0 1600 548 -14388 -5321 -3397 -1873
0 -7660 6568 -19288 -3552 570 -2087
0 -6956 4164 -13032 3091 -2778 100
0 -2840 -4572 -7824 7182 2198 4489
0 20456 -18548 -19400 -2955 9481 7342
0 20264 -11408 -17576 -2938 -5062 -732
0 1776 -4736 -15976 -4289 -1993 -5618
0 -6672 3504 -18484 -4750 622 -2361
0 -4768 4632 -20032 1030 -1897 -2127
0 -6956 176 -9496 2902 1718 5319
0 19900 -5664 -19316 4307 9420 2100
0 18984 -15216 -19692 2395 -11526 7572
0 6704 -5620 -14096 -3642 3061 -7096
0 1800 -2408 -14216 -2612 -6598 -2896
0 264 -740 -20900 -4390 -3148 71
0 7056 76 -16640 -3570 -5659 -4267
0 -3720 -900 -15384 -4320 -5812 -2155
0 260 1268 -17308 -3334 -8534 -2036
0 -3564 1880 -24956 -6142 -10266 -957
0 -6840 -1032 -22156 -5106 -6189 -1838
0 -2712 -1152 -19612 -7868 -7664 2717
0 808 1228 -17664 -5064 -511 -35
0 1140 -1704 -13172 -8243 -1309 776
0 5048 844 -6228 -1267 -3070 -807
0 4528 628 -2252 4766 6263 -8184
0 -6660 -3964 -20048 6259 2401 -5729
0 -7408 -2168 -18756 6957 1821 1017
0 -11240 1912 -26844 -281 9826 5085
0 3608 6308 -25892 -2665 664 11351
0 14256 6608 -20244 -1365 2753 -2282
0 8936 -1992 -12556 544 -4927 -9170
0 -3200 -10476 -9976 5835 -4553 -11650
0 -16468 -6944 -16576 7011 -2420 -2022
0 -11916 4440 -23360 -652 4249 12104
0 7572 7492 -27728 -11069 5067 9542
0 18672 3480 -15700 -9639 -4346 -4385
0 2100 -7604 -7896 1519 -3542 -10336
0 -8688 -10064 -8492 6950 -3645 -5398
0 -18892 -112 -18996 4045 3806 3461
0 -988 7632 -31472 -7760 13014 11581
0 23956 9428 -21136 -6803 -5983 1741
0 5468 -5584 -11992 2506 -7399 -11022
0 -5416 -10124 -7376 6016 -460 -9230
0 -20120 -1840 -18832 4356 5096 3210
0 296 5352 -24036 -7080 11638 12166
0 23004 7760 -24332 -1321 -7488 -1823
0 1860 -6984 -6612 2997 -7137 -10157
0 -11108 -9904 -12356 5681 -2063 -3174
0 -14536 2284 -23772 789 6937 7928
0 15272 10052 -29744 -5945 2205 5671
0 8076 -900 -15124 -3817 -6257 -6979
0 -1524 -8252 -5572 2456 -5880 -7251
0 -12832 -3176 -11152 4318 1936 5
0 -1100 2400 -20520 -3 10475 9150
0 10536 5988 -23892 -178 -1176 -1271
0 1944 -144 -16988 1001 -8501 -6865
0 -5736 -5132 -15704 5155 -10118 -7459
0 -4320 -4844 -14708 2608 -4174 -2463
0 -792 -2416 -16976 5734 -1240 -5144
0 -1936 -2376 -15468 5465 -2399 -1358
1 -1812 -2636 -19888 7916 -5336 -6074
1 -7884 -5236 -16924 8390 -7012 -1447
1 -5472 -6120 -16704 11073 -12333 -3244
1 -7824 -8408 -14932 10315 -19642 500
1 -6908 -7408 -14380 6279 -16545 -1425
1 -9412 -8084 -11076 7384 -17380 3202
1 -8656 -7220 -11664 2653 -11995 2839
1 -11688 -7976 -9524 3669 -11187 2934
1 -11792 -7952 -8400 1309 -5344 2459
1 -11552 -7680 -7480 2014 -8412 3828
1 -5544 -3856 -8320 -1457 -5058 3772
1 -13416 -8044 -6396 3520 -13822 -5686
1 -15792 -9896 1388 1474 -10379 3330
1 -14524 -8304 -2632 1205 -365 4090
1 -9168 -4768 -6112 616 -6989 3623
1 -15816 -7844 -1336 638 -4504 -366
1 -8824 -5064 -2524 517 -4079 3329
1 -10064 -3932 -4904 1096 -5851 -6246
1 -19756 -10680 4552 -312 -4251 -3205
1 -13548 -6848 -748 778 3449 2060
1 -14276 -6584 -2340 3216 -7910 -776
1 -17064 -8596 2856 -232 806 683
1 -11044 -4820 -3752 564 -1101 390
1 -12012 -6668 240 -478 -8773 -5530
1 -17628 -10836 8744 -1069 -1682 -1268
1 -12740 -5876 192 283 5997 4769
1 -10116 -4468 -3740 2541 -6036 -1275
1 -13632 -7616 2476 -2533 2082 -1521
1 -15096 -8192 2420 -3389 8213 -518
1 -16100 -8072 -444 2957 -5155 2320
1 -12900 -6416 688 -434 3057 -49
1 -14260 -5960 -4320 5367 -15901 450
1 -13932 -6776 5412 -879 1412 1185
1 -12304 -4464 -6024 7191 -13519 1037
1 -13600 -7840 6736 -2599 -4441 -4879
1 -17760 -9892 7528 -5276 15052 -205
1 -8504 -3144 -3140 3525 -4971 2958
1 -11312 -5592 908 -2647 6962 -1477
1 -13500 -6188 -1280 1850 -5657 23
1 -12540 -6296 3272 -1728 7436 -687
1 -12392 -5996 -148 -4211 19289 -653
1 -7836 -5676 -7064 -12239 32767 -1174
1 -13320 -7084 -11192 -12770 32767 -1009
1 -12192 -6200 -13740 -7962 17530 3259
1 -11636 -4020 -17768 -6215 13523 2238
1 -9800 -5704 -16664 -4803 10294 464
0 -8280 -4736 -16340 -5952 6207 2649
0 -7016 -4300 -14616 -3091 1059 288
0 -7628 -4328 -12848 -2795 443 1420
0 -7464 -3268 -13336 -1217 813 1373
0 -6108 -3228 -14904 -2996 2569 2396
0 -4464 -2916 -15280 -1543 1900 1766
0 -4064 -816 -14668 -2231 3416 301
0 -6264 -708 -15416 -381 2736 -1596
0 -7936 -1716 -15344 878 669 -922
0 -8344 -3644 -18632 -3320 3392 581
0 -5188 -1496 -15648 -1830 1092 186
0 -4308 -1684 -15632 -4295 1742 518
0 -2236 -492 -16484 -3619 4179 -1335
0 -1884 24 -13572 -2232 3268 -2612
0 -3260 68 -16032 -1743 4707 -2915
0 -3060 616 -16336 -1018 4103 -3019
0 -4744 -580 -17536 611 2241 -3806
0 -1708 -1288 -19124 -175 2034 -3278
0 -3872 -3160 -17660 -55 -964 -1279
0 -2652 -1696 -17828 -683 -2301 -60
0 -1668 -1352 -17328 -1665 2962 -890
0 -6500 -3512 -18968 -1668 -1022 -688
0 -7252 -3136 -18848 1145 -1241 3998
0 -1752 -224 -19748 -5591 6293 3929
0 1492 2096 -17908 -9008 11491 1311
0 1480 2224 -14288 -8587 16232 -2422
0 -1512 1484 -16920 -14910 19509 -3178
0 -420 1748 -17804 -9562 8280 3087
0 3096 3776 -15684 -13612 4686 3842
0 11304 4464 -10592 -7314 2237 6389
0 11416 3036 -15976 10690 -13873 -3687
0 -7020 560 -17360 9211 -9134 -3208
0 704 7244 -20312 -2976 781 9136
0 14508 10032 -15380 -3772 1968 -782
0 5248 -132 -11984 4257 -4785 -9481
0 -8240 -2796 -17744 3501 -9903 1641
0 -2068 4432 -13172 -144 -119 8883
0 12840 8756 -16904 3474 974 -100
0 7068 3736 -15972 9950 -5872 -10613
0 -4224 -5504 -17300 15137 -8392 -9116
0 -10468 -3012 -23456 2617 -285 1471
0 2504 5452 -20820 -4815 4771 7791
0 14028 7568 -15916 -2652 -510 -2325
0 8140 -744 -10404 3492 -2481 -12614
0 -10480 -9648 -15732 3692 -2386 -1566
0 -10488 -132 -17248 -421 5359 7299
0 6264 5152 -21028 -4531 8827 9816
0 10556 2536 -16800 929 -2311 -1074
0 4068 -2020 -13552 2984 -7862 -4253
0 -1736 -3392 -12176 1690 1302 -4450
0 -1472 -2056 -14100 1310 1498 1457
0 3476 940 -20776 5495 -1013 697
0 -480 -1616 -22036 134 -2215 1683
0 -440 -828 -22084 5243 -10004 -961
0 -1928 -1740 -17536 4471 -14231 -820
0 -2428 -1824 -19080 6475 -14472 -3488
0 -2536 -3112 -13544 5890 -12022 -2569
1 -3372 -3508 -14432 2979 -8030 -2662
1 -5224 -5060 -13464 6743 -13250 -2816
1 -7096 -5828 -15156 7513 -16827 -1413
1 -10500 -7716 -11736 8179 -20808 -2949
1 -10260 -7888 -9460 8104 -20155 1205
1 -11032 -7724 -8840 7392 -21172 1757
1 -14112 -8056 -7168 8541 -20551 3052
1 -16608 -9968 -2580 4505 -12224 1351
1 -10412 -5708 -1940 861 -8030 1116
1 -15916 -8052 -2592 3524 -10797 404
1 -12728 -6996 -244 451 -6068 -499
1 -13660 -6816 -1704 949 -8072 735
1 -12204 -6360 1216 493 -5844 -1343
1 -12580 -6476 1736 -734 -3204 -18
1 -12128 -6500 1044 157 -3656 -1576
1 -15148 -7904 2004 318 -3203 -282
1 -12188 -7036 3744 4 430 -956
